Symbol,ShortName,Sector,Industry,MarketCap,AveragePrice,PE_Ratio,DividendYield,Beta,Revenue,ProfitMargins,EBITDA,ForwardEps,TrailingEps,SharesOutstanding
ONMOBILE.BO,ONMOBILE,Communication Services,Telecom Services,8591706025.40817,80.8144367196058,inf,0.0,0.581,5187590144,0.026659999,0,0.0,1.32,106314000
WATERBASE.BO,WATERBASE LTD.,Consumer Defensive,Packaged Foods,4030927365.2736664,97.30240726470947,inf,0.0,0.47,3375651072,-0.022449998,0,10.91,-1.83,41426800
POKARNA.BO,POKARNA LTD.,Industrials,Building Products & Equipment,10688668712.027649,344.7512808678767,inf,0.0013,1.158,6887946752,0.11983,0,19.7,26.6,31004000
PTCIL.BO,PTC Industries Ltd.,Industrials,Metal Fabrication,88632596155.26675,6137.608885544997,inf,0.0,0.27,2467356928,0.14874,0,0.0,26.57,14440900
PENINLAND.NS,PENINSULA LAND LTD,Real Estate,Real Estate - Development,4654878778.654756,15.078923940272778,inf,0.0,0.793,6038099968,0.25982,0,0.0,5.31,308700992
KREBSBIO.NS,KREBS BIOCHEM&INDS,Healthcare,Drug Manufacturers - Specialty & Generic,2197683304.2323985,101.93052624845312,inf,0.0,0.467,499092000,-0.41717997,0,0.0,-9.51,21560600
GINNIFILA.NS,GINNI FILAMENTS,Consumer Cyclical,Textile Manufacturing,2148240921.671561,25.081593856842385,inf,0.0,0.92,8995770368,-0.04328,0,0.0,-4.54,85650096
FSC.BO,Future Supply Chain Solutions,Industrials,Integrated Freight & Logistics,6351188974.766179,144.72807551719046,inf,0.0,1.161,5467980800,-1.25333,0,22.3,-156.17,43883600
SREEL.NS,SREELEATHERS LTD,Consumer Cyclical,Footwear & Accessories,4359140616.337795,188.2591499174172,inf,0.0,0.28,2163579904,0.1331,0,7.78,12.43,23155000
BIRLAMONEY.NS,ADITYA BIRLA MONEY,Financial Services,Capital Markets,3209000191.6342316,56.78721680070204,inf,0.0,0.553,3027933952,0.17493,0,0.0,6.01,56509200
KOTHARIPET.NS,KOTHARI PETROCHEM,Basic Materials,Specialty Chemicals,3368944530.397443,57.24979829517936,inf,0.0113,0.512,5720997888,0.10797,0,0.0,10.5,58846400
BHARATWIRE.NS,BHARAT WIRE ROPES,Basic Materials,Steel,6593501010.543112,96.90339805624632,inf,0.0,1.304,6370086912,0.14201,0,0.0,13.44,68042000
SOUTHWEST.NS,SOUTH WEST PINNACL,Energy,Oil & Gas Equipment & Services,2620661268.181625,93.9224320553653,inf,0.0063,0.32,1267145984,0.07263,0,0.0,3.29,27902400
MANINDS.BO,MAN INDUSTRIES (INDIA) LTD.,Basic Materials,Steel,6936542456.255903,107.15256083639045,inf,0.0049,-0.048,29291569152,0.03655,0,17.33,22.2,64735200
UDAICEMENT.BO,UDAIPUR CEMENT WORKS LTD.,Basic Materials,Building Materials,14289915615.307545,25.493215487975824,inf,0.0,0.538,11098800128,0.05272,0,0.0,1.18,560537984
GOKUL.NS,GOKUL REFOILS & SO,Consumer Defensive,Packaged Foods,2639651575.176766,26.664493915619637,inf,0.0,0.348,31862700032,0.00183,0,0.0,0.59,98995000
AMBIKCO.BO,AMBIKA COTTON MILLS LTD.,Consumer Cyclical,Textile Manufacturing,7426246466.719299,1297.1609548854672,inf,0.0227,0.614,8038914048,0.08087,0,131.66,113.52,5725000
JINDRILL.NS,JINDAL DRILLING,Energy,Oil & Gas Equipment & Services,6625916178.002979,228.6288711609628,inf,0.00059999997,0.583,5223528960,0.14612001,0,0.0,26.33,28981100
DIAMINESQ.BO,DIAMINES & CHEMICALS LTD.,Basic Materials,Chemicals,5109960557.369712,522.2777780199808,inf,0.0159,0.844,1105774976,0.20616,0,0.0,25.687,9783990
AXISCADES.NS,AXISCADES TECHNOLO,Industrials,Engineering & Construction,8230580507.426188,196.32285574570443,inf,0.0,0.805,9199931392,0.043520004,0,0.0,9.9,41923700
MANORG.BO,MANGALAM ORGANICS LIMITED,Basic Materials,Specialty Chemicals,4351531146.159954,508.09289879547924,inf,0.0,0.88,4924688384,0.00489,0,0.0,5.95,8564440
KILITCH.NS,KILITCH DRUGS(INDI,Healthcare,Drug Manufacturers - Specialty & Generic,2723564688.2672043,169.35169025992576,inf,0.0,0.305,1550307968,0.09399,0,11.9,9.23,16082300
MAXIND.NS,Max India Limited,Healthcare,Medical Care Facilities,4240886862.0101495,98.23507699672346,inf,0.0,0.281,2044260992,-0.19065,0,0.0,-8.99,43170800
BBL.BO,BHARAT BIJLEE LTD.,Industrials,Electrical Equipment & Parts,10639589361.09151,941.2983483373155,inf,0.0062,0.585,17147862016,0.06402,0,121.95,97.24,11303100
SATIN.BO,SATIN CREDITCARE NETWORK LIMIT,Financial Services,Credit Services,16276419522.762625,147.98359387171897,inf,0.0,0.731,11291897856,0.35984,0,0.0,44.39,109988000
ALLSEC.BO,ALLSEC TECHNOLOGIES LTD.,Industrials,Specialty Business Services,6186614422.026375,405.99111593986044,inf,0.039100002,1.103,4476400128,0.123739995,0,50.02,36.31,15238300
BIL.NS,BHARATIYA INTL LTD,Consumer Cyclical,Footwear & Accessories,2543883136.520271,208.3544757744255,inf,0.0,0.645,7446477824,0.07191,0,16.74,43.81,12209400
EMAMIPAP.BO,EMAMI PAPER MILLS LTD.,,,0.0,119.75442587045522,inf,0.0,0.0,0,0.0,0,0.0,0.0,0
PDMJEPAPER.NS,PUDUMJEE PAPER PRO,Basic Materials,Paper & Paper Products,3086075055.9030223,32.50210696053736,inf,0.0067000003,0.536,7623626752,0.09377,0,0.0,7.54,94950000
STOVACQ.BO,STOVEC INDUSTRIES LTD.,,,0.0,2020.964594123624,inf,0.0,0.0,0,0.0,0,0.0,0.0,0
PRECOT.NS,PRECOT LTD,Consumer Cyclical,Textile Manufacturing,1925271606.5565102,160.43930054637585,inf,0.0,0.686,9562442752,-0.00446,0,0.0,-3.54,12000000
DHUNINV.NS,DHUNSERI INVESTMEN,Financial Services,Capital Markets,3225004266.7601604,528.9337475292119,inf,0.002,0.856,3454010880,0.22968,0,0.0,130.07,6097180
NSIL.BO,NALWA SONS INVESTMENTS LTD.,Financial Services,Asset Management,8533204631.663977,1661.3977429955407,inf,0.0,0.357,870889024,0.69357,0,0.0,117.46,5136160
GAYAPROJ.BO,GAYATRI PROJECTS LTD.,Industrials,Engineering & Construction,6982979745.940973,37.30243990363973,inf,0.0,2.164,14119771136,-1.03073,0,14.73,-77.74,187199008
SHYAMCENT.NS,SHYAM CENTURY FERR,Basic Materials,Steel,2730268060.5753083,12.868122539249992,inf,0.0,0.397,1636400000,0.0594,0,0.0,0.46,212172992
ALBERTDAVD.NS,ALBERT DAVID,Healthcare,Drug Manufacturers - Specialty & Generic,3200541683.0879726,560.7941047890672,inf,0.0075,0.328,3548244992,0.18669,0,0.0,116.11,5707160
BEEKAY.BO,Beekay Steel Industries Ltd.,,,0.0,375.22111351847167,inf,0.0,0.0,0,0.0,0,0.0,0.0,0
NIPPOBATRY.NS,INDO NATIONAL LTD,Industrials,Electrical Equipment & Parts,2812735729.03235,375.03143053764666,inf,0.0070999996,0.492,6148599808,0.0075,0,0.0,6.17,7500000
VHL.BO,VARDHMAN HOLDINGS LTD.,Financial Services,Credit Services,7633295200.410953,2391.727880713058,inf,0.0016,0.349,402663008,4.96948,0,0.0,626.97,3191540
BALLARPUR.NS,BALLARPUR INDS,Basic Materials,Paper & Paper Products,447447832067.73236,345.93094733313956,inf,0.0,1.231,32745000960,-0.57715,0,0.0,-999.86,1293459968
SAKSOFT.BO,SAKSOFT LTD.,Technology,Information Technology Services,11086932545.098932,110.06475211304297,inf,0.0027,0.48,7487803904,0.13081999,0,18.96,9.19,100731000
CENTENKA.BO,CENTURY ENKA LTD.,Consumer Cyclical,Textile Manufacturing,7233035306.812408,331.0222742996718,inf,0.0215,0.494,17480900608,0.02115,0,62.19,16.95,21850600
MONTECARLO.BO,Monte Carlo Fashions Limited,Consumer Cyclical,Apparel Manufacturing,9161648599.826405,441.9064445872056,inf,0.0293,0.73,10921100288,0.09043,0,50.9,47.61,20732100
RELCAPITAL.NS,RELIANCE CAPITAL,Financial Services,Financial Conglomerates,4275761413.959148,17.027512156789463,inf,0.0,1.468,181805400064,-0.073249996,0,0.0,-48.71,251108992
DCW.BO,DCW LTD.,Basic Materials,Chemicals,10162564878.375277,34.43128052353859,inf,0.0088,0.365,18380396544,0.01941,0,0.0,1.2,295155008
GANESHBE.BO,GANESH BENZOPLAST LTD.,Basic Materials,Specialty Chemicals,6914723961.049464,96.051973777382,inf,0.0,0.609,4648800256,0.13315,0,0.0,9.23,71989400
AVADHSUGAR.BO,AVADH SUGAR & ENERGY LIMITED,Consumer Defensive,Confectioners,8153426823.322964,407.2966282681415,inf,0.0164,0.845,29199222784,0.05203,0,0.0,75.88,20018400
SANDESH.BO,SANDESH LTD.,Communication Services,Publishing,5815274633.246509,768.2589462926497,inf,0.004,0.349,4116980992,0.31018,0,0.0,168.7,7569420
UGARSUGAR.NS,UGAR SUGAR WORKS,Consumer Defensive,Confectioners,5375008975.041722,47.777857555926424,inf,0.0062,0.388,13915116544,0.04961,0,0.0,6.09,112500000
NAVKARCORP.BO,Navkar Corporation Limited,Industrials,Integrated Freight & Logistics,7146918533.739118,47.48183388066919,inf,0.0,0.561,4204933120,-0.013359999,0,10.38,0.33,150519008
INSPIRISYS.NS,INSPIRISYS SOLUTIO,Technology,Information Technology Services,2131684582.5234754,53.807455467830025,inf,0.0,0.699,5114399744,0.00096000003,0,0.0,0.34,39616900
MBAPL.NS,Madhya Bharat Agro P. Ltd,Basic Materials,Agricultural Inputs,10552781806.723846,120.4285703184539,inf,0.001,-0.153,9050964992,0.052750003,0,0.0,5.45,87626896
RCOM.BO,RELIANCE COMMUNICATIONS LTD.,Communication Services,Telecom Services,5443321412.951046,1.9835369193021448,inf,0.0,1.821,4009999872,0.0,0,0.0,-0.22,2744250112
SALZERELEC.NS,SALZER ELECTRONICS,Industrials,Electrical Equipment & Parts,3725538387.6077204,214.3244943310142,inf,0.0027,0.58,11425599488,0.037249997,0,0.0,22.45,17382700
GUJTHEM.BO,GUJARAT THEMIS BIOSYN LTD.,,,0.0,98.48106024815486,inf,0.0,0.0,0,0.0,0,0.0,0.0,0
CENTUM.BO,CENTUM ELECTRONICS LTD.,Technology,Electronic Components,8243763810.126839,639.6266262784239,inf,0.0034,0.419,11101989888,0.02977,0,0.0,25.14,12888400
SCHAND.NS,S CHAND AND COMPAN,Communication Services,Publishing,4650616277.303883,132.0545036630723,inf,0.0128999995,0.884,6161110016,0.04928,0,22.5,10.75,35217400
DHANBANK.NS,DHANLAXMI BANK LTD,Financial Services,Banks - Regional,4430012896.873879,17.50910192747332,inf,0.0,0.725,5553991168,0.16688,0,0.0,3.66,253012000
SUYOG.BO,SUYOG TELEMATICS LTD,,,0.0,463.23509409051195,inf,0.0,0.0,0,0.0,0,0.0,0.0,0
INDOWIND.NS,INDOWIND ENERGY,Utilities,Utilities - Renewable,1078400667.8038793,10.04705518054576,inf,0.0,0.517,397825984,-0.4592,0,0.0,-2.15,107335000
SHALPAINTS.BO,SHALIMAR PAINTS LTD.,Basic Materials,Specialty Chemicals,9809197186.033329,117.17902964039853,inf,0.0,0.244,5265500160,-0.10817,0,0.0,-7.59,83711200
PGIL.BO,PEARL GLOBAL INDUSTRIES LIMITE,Consumer Cyclical,Apparel Manufacturing,8668319759.123913,198.76634944540808,inf,0.0194,0.0,32887371776,0.05465,0,20.09,48.16,43610600
UNITECH.BO,UNITECH LTD.,Real Estate,Real Estate - Diversified,6811739372.98221,2.6035772998768247,inf,0.0,1.042,3190253056,0.0,0,0.0,-8.39,2616300032
DICIND.NS,DIC INDIA,Basic Materials,Specialty Chemicals,3545567741.470362,386.2703417449828,inf,0.0046,0.218,8329978880,-0.02722,0,42.77,-24.69,9178980
MBLINFRA.NS,MBL INFRASTRUCTURE,Industrials,Engineering & Construction,2062125502.589548,19.685222687122792,inf,0.0,1.123,1414855040,-0.23364,0,0.0,-3.16,104755000
BIRLATYRE.NS,BIRLA TYRES LTD,Consumer Cyclical,Auto Parts,2104940406.4435396,14.76218813692082,inf,0.0,1.953,60973000,0.0,0,0.0,-2.6,142590000
HMVL.BO,HINDUSTAN MEDIA VENTURES LTD.,Communication Services,Publishing,4997989166.878068,67.98616287982921,inf,0.0,0.691,7041699840,0.01603,0,13.6,1.53,73514800
DPWIRES.NS,D P Wires Limited,Industrials,Metal Fabrication,3636391917.644993,234.59987598029682,inf,0.002,0.312,11777644544,0.03528,0,0.0,26.8,15500400
EMPIND.BO,EMPIRE INDUSTRIES LTD.,,,0.0,688.4567979820345,inf,0.0,0.0,0,0.0,0,0.0,0.0,0
SPIC.BO,SOUTHERN PETROCHEMICALS LTD.,Basic Materials,Agricultural Inputs,9185282867.876606,45.105494342352216,inf,0.0182,0.933,24904886272,0.065359995,0,0.0,7.99,203640000
ZEELEARN.BO,ZEE LEARN LTD.,Consumer Defensive,Education & Training Services,3907196924.2069306,11.98184879792489,inf,0.0,0.686,3508297984,-0.831,0,0.0,-8.94,326092992
ASHIMASYN.NS,ASHIMA,Consumer Cyclical,Textile Manufacturing,2524818120.8879356,13.173422314974097,inf,0.0,0.869,2213499904,-0.02394,0,0.0,-0.28,191660000
ORIENTHOT.BO,ORIENTAL HOTELS LTD.,Consumer Cyclical,Lodging,9753947174.877703,54.61366938207016,inf,0.0037,0.503,3993400064,0.12433,0,0.0,2.77,178599008
AKSHARCHEM.NS,AKSHARCHEM (INDIA),Basic Materials,Specialty Chemicals,2253393830.8628,280.5136038220363,inf,0.0017,0.816,2849980928,-0.0513,0,0.0,-18.19,8033100
VIKASECO.NS,VIKAS ECOTECH LIMI,Basic Materials,Specialty Chemicals,4350455166.947912,3.1335211094336217,inf,0.0,0.952,2564080896,0.02471,0,0.0,0.05,1388359936
GKWLIMITED.NS,GKW LIMITED,Industrials,Specialty Business Services,4327769367.650478,725.3447360513665,inf,0.0,0.105,336824992,0.5323,0,0.0,30.16,5966500
VISESHINFO.NS,VISESH INFOTECNICS,Technology,Information Technology Services,1339559134.368204,0.35490275566229174,inf,0.0,0.412,15865000,-2.26486,0,0.0,-0.01,3774439936
PRIMESECU.NS,PRIME SECURITIES,Financial Services,Capital Markets,2822427813.6985803,84.73519951780251,inf,0.0028,0.371,657299968,0.31903,0,0.0,6.16,33308800
ORIENTPPR.BO,ORIENT PAPER & INDUSTRIES LTD.,Basic Materials,Paper & Paper Products,6600210981.155284,31.105779745861103,inf,0.0189,0.448,8480535040,0.07381,0,5.17,2.96,212186000
DONEAR.NS,DONEAR INDUSTRIES,Consumer Cyclical,Textile Manufacturing,2952520928.978534,56.77924863420258,inf,0.0019,0.517,7705025024,0.035469998,0,2.98,5.26,52000000
KUANTUM.BO,KUANTUM PAPERS LTD.,Basic Materials,Paper & Paper Products,7935344213.466541,90.93532943250727,inf,0.0178,0.415,12561840128,0.17114,0,101.8,24.62,87263600
ARSHIYA.BO,ARSHIYA LIMITED,Industrials,Integrated Freight & Logistics,4600402107.120156,17.46042184912537,inf,0.0,1.578,1473843968,-2.06026,0,0.0,-11.53,263476000
MANAKCOAT.NS,MANAKSIA COATED ME,Industrials,Metal Fabrication,1154563306.1780303,15.545696134026716,inf,0.00059999997,1.227,7439434240,0.01871,0,0.0,1.37,74269000
ASAHISONG.NS,ASAHI SONGWON COLO,Basic Materials,Specialty Chemicals,2826970193.9245424,239.83186937844482,inf,0.0013,1.106,4240465920,0.01804,0,0.0,6.55,11787300
ATULAUTO.BO,ATUL AUTO LTD.,Consumer Cyclical,Auto Manufacturers,7538063855.354757,271.6292157612349,inf,0.0,0.256,5143399936,0.014579999,0,23.74,2.39,27751300
MAHEPC.NS,Mahindra EPC Irrig Ltd,Industrials,Farm & Heavy Construction Machinery,3459205932.39292,123.83407909991766,inf,0.0,0.65,2624499968,0.00636,0,0.0,0.6,27934200
ADVANIHOTR.NS,ADVANI HOTELS & RE,Consumer Cyclical,Lodging,3070733711.684293,33.21920892875943,inf,0.0209,0.538,1032937024,0.24489,0,0.0,2.74,92438496
EMAMIREAL.NS,EMAMI REALTY LTD,Real Estate,Real Estate - Development,2481706436.0675936,65.57744936614867,inf,0.0,0.555,703100032,-0.96501,0,0.0,-17.95,37843900
LINC.NS,LINC LIMITED,Industrials,Business Equipment & Supplies,4766751779.723902,320.51207814016004,inf,0.0082,0.437,5043426816,0.069359995,0,0.0,23.52,14872300
EIFFL.NS,Euro (I) Fresh Foods Ltd,Consumer Defensive,Packaged Foods,2913037336.5801,117.46118292661694,inf,0.0,0.345,1197200000,0.021879999,0,0.0,0.49,24800000
BPL.NS,BPL,Technology,Consumer Electronics,2444126207.831648,49.90477353778086,inf,0.0,0.394,657059968,0.23294,0,0.0,16.33,48975800
PRAXIS.NS,PRAXIS HOME RETAIL,Consumer Cyclical,Specialty Retail,3219044100.504669,25.70751889109129,inf,0.0,0.388,2447438080,-0.26465,0,0.0,-6.37,125218000
GOACARBON.NS,GOA CARBON,Basic Materials,Specialty Chemicals,3461009993.2282124,378.2090572369523,inf,0.030199999,1.614,11948762112,0.06815,0,0.0,88.95,9151050
TVSELECT.NS,TVS ELECTRONICS,Technology,Computer Hardware,3875523248.0747156,207.79951250514551,inf,0.0067000003,1.126,3542000128,0.0034400001,0,0.0,0.66,18650300
CONTROLPR.BO,CONTROL PRINT LTD.,Industrials,Business Equipment & Supplies,6621010149.536317,413.96319600457144,inf,0.0097,0.24,3471418112,0.16724001,0,21.33,35.78,15994200
SANGHVIMOV.BO,SANGHVI MOVERS LTD.,Industrials,Rental & Leasing Services,12111883049.599897,279.7977048974288,inf,0.003,1.387,5799196160,0.30036,0,0.0,40.24,43288000
MANGCHEFER.BO,MANGALORE CHEMICALS & FERTILIZ,Basic Materials,Agricultural Inputs,8555971417.581439,72.19315207004547,inf,0.0128,0.323,41726603264,0.052210003,0,3.68,18.38,118515000
APOLLO.NS,APOLLO MICRO SYSTE,Industrials,Aerospace & Defense,7758569762.126994,27.477677503835807,inf,0.0002,1.226,3430426880,0.07403,0,0.0,-3.97,282359008
TIPSINDLTD.BO,TIPS INDUSTRIES LTD.,Communication Services,Entertainment,13473829123.617392,104.914302472357,inf,0.0139,0.527,2303406080,0.51979,0,0.0,9.89,128427000
KCPSUGIND.NS,KCP SUGAR & INDUST,Consumer Defensive,Confectioners,2508702351.439485,22.12552234810147,inf,0.005,0.25,3313291008,0.13836999,0,0.0,5.09,113385000
ZUARI.BO,ZUARI AGRO CHEMICALS LTD.,Basic Materials,Agricultural Inputs,5475590162.611164,130.19140621549204,inf,0.0,0.218,50366971904,-0.08612,0,0.0,-103.14,42058000
AXTEL.BO,AXTEL INDUSTRIES LTD.,,,0.0,268.83586568484907,inf,0.0,0.0,0,0.0,0,0.0,0.0,0
EVERESTIND.BO,EVEREST INDUSTRIES LTD.,Industrials,Building Products & Equipment,8846180767.34376,560.2749235128101,inf,0.0047999998,0.557,15896468480,0.01605,0,46.11,16.16,15789000
JITFINFRA.NS,JITF INFRALOGISTIC,Industrials,Engineering & Construction,3758538624.354471,146.22558714716058,inf,0.0,0.927,30429476864,-0.00566,0,0.0,-6.73,25703700
SAURASHCEM.BO,SAURASHTRA CEMENT LTD.,Basic Materials,Building Materials,12495792971.493431,112.59195526786472,inf,0.0167,0.365,17390835712,0.0229,0,0.0,7.016,110983000
SHEMAROO.NS,SHEMAROO ENTERTAIN,Communication Services,Entertainment,3745468460.8011827,137.56803020613094,inf,0.0,0.632,6728320000,-0.032,0,32.1,-7.91,27226300
GOKEX.BO,GOKALDAS EXPORTS LTD.,Consumer Cyclical,Apparel Manufacturing,20926342874.807327,294.2200593155598,inf,0.0011999999,0.292,20961048576,0.06387,0,0.0,21.03,71124800
MISHTANN.BO,Mishtann Foods Limited,,,0.0,9.934527617249287,inf,0.0,0.0,0,0.0,0,0.0,0.0,0
CEREBRAINT.BO,CEREBRA INTEGRATED TECHNOLOGIE,Technology,Computer Hardware,4126230821.6630464,34.048741782574275,inf,0.0,0.544,500713984,-1.1085299,0,0.0,-4.95,121186000
DLINKINDIA.BO,D-LINK (INDIA) LTD,Technology,Communication Equipment,5674789344.460555,159.83160993613694,inf,0.0156,0.605,12131762176,0.07232,0,9.0,24.71,35504800
SHREEPUSHK.BO,Shree Pushkar Chemicals & Fert,Basic Materials,Specialty Chemicals,5244888200.606937,165.84154761151262,inf,0.0081,0.574,7157045760,0.0514,0,0.0,11.62,31625900
GOLDIAM.BO,GOLDIAM INTERNATIONAL LTD.,Consumer Cyclical,Luxury Goods,10510874571.508326,98.4210362985938,inf,0.0183,1.11,5911283200,0.14987999,0,0.0,8.26,106795000
GENUSPAPER.NS,GENUS PAPER AND BO,Basic Materials,Paper & Paper Products,3003627257.5283337,11.681538457909094,inf,0.0,0.459,7541010944,0.00374,0,0.78,0.11,257126000
GEECEE.NS,GEECEE VENTURES,Real Estate,Real Estate - Development,2767778796.9083014,132.35551375107244,inf,0.0064999997,0.661,238924992,0.34431,0,6.13,3.95,20911700
PODDARMENT.NS,PODDAR PIGMENTS,Basic Materials,Specialty Chemicals,2626440816.48588,247.54390353307068,inf,0.0186,0.184,3576805888,0.07696,0,0.0,25.76,10610000
UTTAMSUGAR.BO,UTTAM SUGAR MILLS LTD.,Consumer Defensive,Confectioners,7635725198.032966,200.2125223341741,inf,0.0069999998,1.063,21092392960,0.075890005,0,0.0,41.97,38138100
63MOONS.BO,63 Moons Technologies Limited,Technology,Software - Application,7688297711.006166,166.85216990583822,inf,0.0047999998,1.14,5461806080,0.34916002,0,0.0,41.38,46078500
GTL.NS,GTL LTD,Communication Services,Telecom Services,1217340000.7958481,7.739118118646847,inf,0.0,0.762,1832210048,0.49826,0,0.0,5.8,157296992
DICIND.BO,DIC INDIA LTD.,Basic Materials,Specialty Chemicals,3595844101.618334,391.7476780228668,inf,0.0046,0.218,8329978880,-0.02722,0,0.0,-24.69,9178980
IRISDOREME.NS,Iris Clothings Limited,Consumer Cyclical,Apparel Manufacturing,2999765555.0756226,36.77508262873661,inf,0.0,0.0,1173929984,0.0933,0,0.0,1.2,81570600
TDPOWERSYS.BO,T D POWER SYSTEMS LTD.,Industrials,Specialty Industrial Machinery,15274075665.182594,97.80415998708199,inf,0.0029,0.591,9864729600,0.12638,0,0.0,7.37,156170000
SORILINFRA.NS,SORIL INFRA RESOUR,,,0.0,106.41754282366092,inf,0.0,0.0,0,0.0,0,0.0,0.0,0
GOLDTECH.NS,AION-TECH SOLUTION,Technology,Information Technology Services,1589606127.1952956,45.966153796192124,inf,0.0,0.591,964499968,-0.02237,0,0.0,-0.63,34582100
SPAL.BO,S.P. Apparels Limited,Consumer Cyclical,Apparel Manufacturing,7831055179.05135,312.0862397300937,inf,0.0052,0.755,10673829888,0.076519996,0,29.81,32.53,25092600
SILINV.NS,SIL INVESTMENTS,Financial Services,Asset Management,2720423198.5018916,256.743004228229,inf,0.0047999998,0.686,640089024,0.62053,0,0.0,37.46,10595900
MAWANASUG.NS,MAWANA SUGARS LTD,Consumer Defensive,Confectioners,2606559476.311991,66.63512385470196,inf,0.0305,0.66,13832399872,0.03088,0,0.0,10.92,39116900
ISFT.NS,INTRASOFT TECHNOLO,Consumer Cyclical,Internet Retail,1700224843.1464539,115.41267084901632,inf,0.0,0.58,4819721216,0.020510001,0,12.87,6.71,14731700
TCPLPACK.BO,TCPL PACKAGING LTD.,Consumer Cyclical,Packaging & Containers,8038936404.352691,885.5629085505241,inf,0.0097,1.14,15334470656,0.06303,0,42.82,106.63,9077770
HTMEDIA.BO,HT MEDIA LTD.,Communication Services,Publishing,5074828983.23369,21.940936067386676,inf,0.0,0.342,16717100032,-0.05791,0,6.07,-4.19,231295008
BAFNAPH.NS,Bafna Pharmaceuticals Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,2038294098.1133637,86.16284449019346,inf,0.0,0.502,1533113984,0.073470004,0,0.0,4.78,23656300
CLEDUCATE.NS,CL EDUCATE LTD,Consumer Defensive,Education & Training Services,2457182528.2428846,45.462043368768114,inf,0.0,0.224,3129809920,0.05149,0,0.0,2.93,54049100
STCINDIA.BO,STATE TRADING CORPORATION OF I,Industrials,Conglomerates,5318596872.530486,88.64328120884143,inf,0.0,0.916,0,0.0,0,0.0,7.35,60000000
ADORWELD.BO,ADOR WELDING LTD.,Industrials,Specialty Industrial Machinery,8987047902.706554,660.8852375413873,inf,0.0117,0.615,8726099968,0.07685,0,17.2,49.35,13598500
BSHSL.NS,Bombay Super Hybrid Seeds,Basic Materials,Agricultural Inputs,10134423208.527624,96.576262028909,inf,0.0,0.175,2625422080,0.079959996,0,0.0,1.97,104937000
ALMONDZ.NS,ALMONDZ GLOBAL SEC,Financial Services,Capital Markets,1572495505.218529,58.653319851493066,inf,0.0,0.013,954406016,0.33641,0,0.0,11.56,26810000
BHAGCHEM.BO,BHAGIRADHA CHEMICALS & INDUSTR,Basic Materials,Agricultural Inputs,8801594602.971115,845.8598436376066,inf,0.0021,0.592,4189640960,0.04868,0,0.0,14.82,10405500
RAJMET.NS,Rajnandini Metal Limited,Basic Materials,Copper,2670181291.3190713,9.65777376779178,inf,0.0,-0.174,12320300032,0.0148599995,0,0.0,0.67,276480000
COASTCORP.NS,Coastal Corporation Ltd,Consumer Defensive,Packaged Foods,3680148725.993798,274.0428417387463,inf,0.0053,0.559,3920457984,0.00378,0,0.0,0.61,13429100
PANAMAPET.BO,PANAMA PETROCHEM LTD.,Energy,Oil & Gas Refining & Marketing,11794633814.025349,201.90759062628987,inf,0.0242,1.458,21261699072,0.087,0,14.28,30.58,58416000
KMCSHIL.BO,KMC SPECIALITY HOSPITALS (INDI,,,0.0,46.58004042050134,inf,0.0,0.0,0,0.0,0,0.0,0.0,0
IVC.NS,IL & FS INVESTMENT,Financial Services,Financial Conglomerates,1667715624.8157365,5.310638268273852,inf,0.0792,0.488,702905024,0.10949001,0,0.0,0.25,314032992
PRECAM.BO,Precision Camshafts Limited,Consumer Cyclical,Auto Parts,9789095118.606882,103.05851104698684,inf,0.0047,0.637,10535138304,0.04567,0,0.0,5.07,94985800
ACCURACY.NS,Accuracy Shipping Limited,Industrials,Integrated Freight & Logistics,1618705006.3514555,10.751228788200422,inf,0.0,0.454,7145339904,-0.00417,0,0.0,-1.7,150560000
MGEL.NS,Mangalam Global Ent Ltd,Consumer Defensive,Farm Products,2623220816.6064916,18.932567457248272,inf,0.00090000004,0.12,16294584320,0.00959,0,0.0,1.1,138556000
FSC.NS,FUTURE SUPPLY CHAI,Industrials,Integrated Freight & Logistics,6010429889.893784,136.9630087297711,inf,0.0,1.161,5467980800,-1.25333,0,23.9,-156.17,43883600
TNPETRO.BO,TAMILNADU PETROPRODUCTS LTD.,Basic Materials,Specialty Chemicals,6432660407.437561,71.49664195274052,inf,0.0171,0.502,17106210816,0.02863,0,0.0,5.45,89971504
PPAP.NS,PPAP AUTOMOTIVE LT,Consumer Cyclical,Auto Parts,2954180773.1844635,211.01291237031882,inf,0.0072000003,0.237,5194917888,-0.013789999,0,14.97,-5.13,14000000
EKC.BO,EVEREST KANTO CYLINDER LTD.,Industrials,Specialty Industrial Machinery,10408287380.102884,92.75887084791535,inf,0.0046,1.751,11950108672,0.10137,0,0.0,10.8,112208000
ANDHRAPET.BO,ANDHRA PETROCHEMICALS LTD.,,,0.0,68.84878613939169,inf,0.0,0.0,0,0.0,0,0.0,0.0,0
BIRLACABLE.NS,BIRLA CABLE LTD,Technology,Communication Equipment,3609622763.892979,120.32075879643264,inf,0.0092,0.636,7560850944,0.04402,0,8.94,11.09,30000000
AJMERA.BO,AJMERA REALTY & INFRA INDIA LT,Real Estate,Real Estate - Development,9003083775.64079,253.7159122793298,inf,0.0036000002,1.109,5824144896,0.15316,0,28.6,25.04,35484900
